,datetime,latitude,longitude,city,state,duration,shape,comments
220,2009-10-10 12:00:00,38.8697222,-106.9872222,crested butte,co,60,egg,metallic egg shaped craft above crested butte&#44 CO.  Also have seen great amount of activity READ ME&#33
221,2009-10-10 12:42:00,36.1538889,-95.9925,tulsa,ok,6,unknown,In&#39t see nothing in the park
222,2009-10-10 16:24:00,34.1111111,-109.2908333,eagar,az,180,unknown,Second sighting was only 150 feet away.  Observations between two sightings.
223,2009-10-10 19:30:00,36.7280556,-76.5838889,suffolk,va,900,unknown,It looked sort of lime green.  It appeared to have an odd texture.  It had a dimples on its surface.  It was not smooth at all.  It jus
224,2009-10-10 20:30:00,33.8352778,-117.9136111,anaheim,ca,300,light,UFO over Disneyland.
225,2009-10-10 20:45:00,34.2255556,-77.945,wilmington,nc,600,light,Two lights seen with a lighting of something strobe like near the ground.
226,2009-10-10 21:00:00,39.1155556,-77.5638889,leesburg,va,300,disk,Two large glowing amber/dark orangish colored circular disks-not a sound-
227,2009-10-10 22:30:00,48.1191667,-96.1808333,thief river falls,mn,0,other,2 orange orbs over airport
228,2009-10-10 23:00:00,41.7075,-86.895,michigan city,in,900,changing,black object that seemed to impode into a sphere and vanish&#44 only to reappear in the same shape and move location
229,2009-10-10 23:23:00,37.3230556,-122.0311111,cupertino,ca,180,light,Bright red light object made random moves horizontally and floated for a while and then went up vertically.
230,2010-10-10 01:00:00,42.7675,-78.7441667,orchard park,ny,7200,light,Xmas colored rotating lights.  ((NUFORC Note:  Twinkling stars??  PD))
231,2010-10-10 02:30:00,40.2736111,-76.8847222,harrisburg,pa,240,circle,possible UFO sighting
232,2010-10-10 03:00:00,41.5930556,-81.5269444,euclid,oh,180,circle,2 objects blinking red and white&#44 disappeared into the sky&#44 after hovering around sky for 3 minutes.( over lake erie
233,2010-10-10 08:30:00,34.3769444,-82.6958333,starr,sc,600,formation,Strange orange lights in the night sky
235,2010-10-10 12:00:00,41.0263889,-73.6288889,greenwich,ct,240,light,&quot;Star&quot; like objects during clear day light in formation.
236,2010-10-10 13:00:00,32.8544444,-79.975,north charleston,sc,180,light,Object(s) visible 3 times at same place in the sky at during day in Chas&#44 SC
238,2010-10-10 16:30:00,38.7891667,-77.1875,springfield,va,15,cigar,Metalic cigar shaped object sighted during lull in a storm in Springfield&#44 VA
239,2010-10-10 17:10:00,41.1669444,-73.2052778,bridgeport,ct,600,light,Saw a light in the sky fading in and out over Bridgeport&#44 CT.
240,2010-10-10 18:30:00,45.4077778,-122.5691667,clackamas,or,120,triangle,triangular ufo sighting in oregon 10-10-10
241,2010-10-10 20:00:00,31.4636111,-100.4366667,san angelo,tx,60,oval,I was coming back from the grocery store around 8:30 pm when I noticed a large orange glowing object in the sky above my neighbors hous
242,2010-10-10 20:20:00,41.8525,-72.6441667,windsor,ct,5,fireball,Bus sized fireball object over 91 about 3-400 ft up going about 150 mph at a downward 20 degree angle.
243,2010-10-10 20:45:00,41.7886111,-89.6961111,sterling,il,600,cylinder,It had rows of white lights with red lights pulsating in between them
244,2010-10-10 21:00:00,47.9791667,-122.2008333,everett,wa,30,other,crown shaped object with two orange lights over everett wa
245,2010-10-10 21:00:00,35.8752778,-110.6197222,kykotsmovi,az,7200,disk,We saw  what seem to be a space craft in the eastern sky of northern AZ&#44 on 10-10-10.
246,2010-10-10 21:30:00,42.6525,-73.7566667,albany,ny,10,circle,Circle of light SUNY Albany.
247,2010-10-10 22:30:00,33.7738889,-117.9405556,garden grove,ca,7200,egg,Blue Light in Garden Grove
248,2010-10-10 23:00:00,25.7738889,-80.1938889,miami,fl,1200,changing,Bright lights hovering and going in and out of orchestrated formations
249,2010-10-10 23:30:00,33.8352778,-117.9136111,anaheim,ca,0,disk,UFO over Anaheim CA&#44 near midnight&#44 circular with blue lights. Investigated by mysterous helicopter.
250,2011-10-10 00:00:00,42.7283333,-73.6922222,troy,ny,7200,triangle,Red&#44 green &amp; orange blinking triangle formation.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD))
251,2011-10-10 01:00:00,36.7280556,-108.2180556,farmington,nm,300,circle,Single reddish circle  in the sky that wasn&#39t jet nor satelitte
252,2011-10-10 02:00:00,34.61,-112.315,prescott valley,az,300,other,Craft boomerang shape.2:00am duration hours.  ((NUFORC Note:  Probable sighting of a twinkling star&#44 possibly Sirius.  PD))
253,2011-10-10 10:30:00,42.0963889,-79.3758333,ashville,ny,60,circle,Amber object in night sky during full moon&#44 or the day before full moon
255,2011-10-10 14:30:00,41.55,-71.4666667,north kingstown,ri,40,oval,Bright oval object in sky
256,2011-10-10 15:00:00,41.35,-72.0788889,groton,ct,5,disk,Small shiny object seen in sky while driving on clear day&#44 looked back for a 3rd time and it was gone.
258,2011-10-10 19:00:00,37.6086111,-77.3736111,mechanicsville,va,300,light,Three orange lights flying in unison
261,2011-10-10 20:00:00,41.5622222,-72.6511111,middletown,ct,1200,fireball,Fireball Spinning Orange UFO
262,2011-10-10 21:00:00,41.4819444,-81.7983333,lakewood,oh,60,fireball,Orange light flies overhead and turns black as it passed silently.
263,2011-10-10 21:00:00,39.9625,-76.7280556,york,pa,15,circle,BRIGHT LIT ORB SPEEDS ACROSS S.CENTRAL PA. SKY&#44 MAKING NO SOUND&#44 THEN DISAPPEARS
264,2011-10-10 21:55:00,41.1238889,-100.765,north platte,ne,3,circle,Object over North Platte Nebraska
265,2011-10-10 23:00:00,39.5297222,-84.0866667,waynesville,oh,90,triangle,Flying triangle by Waynesville&#44 Ohio
266,2012-10-10 10:15:00,41.1669444,-73.2052778,bridgeport,ct,630,circle,A Bright light that is a UFO
268,2012-10-10 18:56:00,32.7152778,-117.1563889,san diego,ca,240,sphere,Single white light or craft passed over and very close to a commercial jet.  ((NUFORC Note:  Possibly the ISS?  PD))
269,2012-10-10 19:09:00,42.5802778,-83.0302778,sterling heights,mi,120,oval,A black unknown craft is seen in the sky over Sterling Hts. Michigan
270,2012-10-10 19:40:00,43.0480556,-76.1477778,syracuse,ny,900,light,Went to move my car to the other side of the road in the city of syracuse.  saw low flying lights moving east towards dowtown.
271,2012-10-10 19:45:00,43.0480556,-76.1477778,syracuse,ny,240,circle,Bright orange circles going thru the sky in the same direction. Some were closer to each other.
272,2012-10-10 20:00:00,38.8338889,-104.8208333,colorado springs,co,20,light,Bright zig zagging light in the sky above norad.
273,2012-10-10 20:00:00,32.9975,-87.63,moundville,al,240,changing,Orange fiery lighting objects changing locations.
274,2012-10-10 20:15:00,40.7141667,-74.0063889,new york city (bronx),ny,1800,disk,A cloaked disk hovered three hundred feet above two apartment buildings in the Bronx&#44 for aproximately thirty minutes.
276,2012-10-10 20:30:00,32.3122222,-106.7777778,las cruces,nm,120,fireball,4 fireballs in sky side by side
277,2012-10-10 20:30:00,37.7305556,-88.9330556,marion,il,240,light,I was leaving my friend&#39s house to go home.  My friend and her 3 1/2 year old daughter walked me to her front door when she noticed all
278,2012-10-10 20:30:00,37.3394444,-121.8938889,san jose,ca,6,other,POSSIBLE ALIEN/HUMANOID SEEN RUNNING INTO HILLS
279,2012-10-10 20:45:00,33.4483333,-112.0733333,phoenix,az,300,sphere,18 glowing UFOs seen over Phoenix  AZ tonight&#44 10/12/12 8:45PM
280,2012-10-10 20:48:00,46.6022222,-120.5047222,yakima,wa,240,light,Noticed light in the N.E. section of the sky about 30 deg. up that did not move. About the size of Venus.  ((NUFORC Note:  Capella?  PD
281,2012-10-10 21:00:00,30.2669444,-97.7427778,austin,tx,1200,changing,Spheres of light seen over the west campus area of austin which then broke apart and sped off in different directions.
282,2012-10-10 21:00:00,36.3436111,-83.2841667,bean station,tn,180,cigar,Large cigar shaped flying about 800 feet high.  Huge square engines on back.
283,2012-10-10 21:00:00,46.8219444,-123.095,rochester,wa,600,light,Fleet of red UFO&#39s emerging from Mt. Rainier.
284,2012-10-10 23:01:00,41.1147222,-74.15,suffern,ny,20,cylinder,UFO over Suffern NY
285,2012-10-10 23:20:00,33.7397222,-116.4119444,rancho mirage,ca,5,rectangle,Flying red object over Rancho Mirage&#44 ca
287,2013-10-10 02:32:00,28.0777778,-82.7638889,palm harbor,fl,5,chevron,Tracking north to south at apx 2500 ft. A very fast&#44 semi-transparent Chevron shape craft&#44 slightly larger than a commercial plane.
288,2013-10-10 04:00:00,41.4488889,-82.7080556,sandusky,oh,0,triangle,Triangle shaped various different color lights moving really fast in various directions.  ((NUFORC Note:  Star??  PD))
290,2013-10-10 17:00:00,38.6272222,-90.1977778,st. louis county,mo,10800,light,Hovering bright object moving slowly around St. Louis.
292,2013-10-10 19:00:00,40.9780556,-81.7822222,rittman,oh,60,light,Fast moving white light.
294,2013-10-10 19:20:00,44.4905556,-73.1113889,essex junction,vt,120,light,Noiseless&#44 low flying&#44 white&#44 bright constant light.
295,2013-10-10 19:20:00,29.9938889,-90.2416667,kenner,la,600,circle,2 circle lights moving erratically over Kenner&#44 La.
296,2013-10-10 20:00:00,39.7463889,-84.2866667,drexel,oh,300,circle,Yellow/orange&#44 sphere/circle that flew across night sky &#44slow speeds then simply vanished &#44 had no blinking lights&#44 was not an airplane
297,2013-10-10 20:00:00,42.7647222,-71.4402778,hudson,nh,5,light,White&#44 orb above the clouds moving very fast&#44 no flashing lights&#44 zoomed across the sky and disappeared out of sight.
298,2013-10-10 20:30:00,42.9275,-83.63,grand blanc,mi,1200,light,3 bright lights holding a vertical position over central Michigan&#44 USA.
299,2013-10-10 20:30:00,44.7791667,-93.3361111,savage,mn,60,circle,I saw a sphere shaped object flying east to west moving faster than any conventional aircraft was white to orange in color as it reache
300,2013-10-10 20:32:00,42.4775,-83.0277778,warren,mi,45,sphere,Three glowing reddish-orange spheres changing to white lights
301,2013-10-10 20:35:00,42.3086111,-83.4822222,canton,mi,180,triangle,Black triangle aircraft with white lights on each point&#44 completely silent&#44 seen flying low SW to NE.
303,2013-10-10 21:17:00,39.1611111,-80.3522222,lost creek,wv,45,triangle,Small triangle with 3 lights floating low over a field then slowly flying away.
304,2013-10-10 21:30:00,42.7647222,-71.4402778,hudson,nh,1,light,Very white bright light moving fast inside clouds.
442,2009-10-11 02:45:00,40.7616667,-73.3297222,deer park,ny,10800,other,2 Bright Orange lights in the sky moving up&#44 down&#44 and circular motion with shooting streaking trail -looked like shooting star
443,2009-10-11 04:00:00,37.9833333,-75.8541667,crisfield,md,600,light,A bright light moving across the sky getting closer stopped on a dime got brighter and took off with no sounds at all
445,2009-10-11 09:45:00,42.3713889,-83.4702778,plymouth,mi,20,triangle,I was standing on a sidewalk near salem high school where i saw a triangular shaped craft slowly gliding right over my head. my mom jus
446,2009-10-11 12:30:00,33.5386111,-112.1852778,glendale,az,1200,egg,2 eggshaped objects over Glendale Az. near stadium.
447,2009-10-11 18:00:00,38.2541667,-85.7594444,louisville,ky,120,disk,strange object photographed over Louisville&#44 Kentucky October 11&#44 2009
448,2009-10-11 18:00:00,32.9027778,-96.5636111,rowlett,tx,0,disk,Disc shaped object caught on cell phone camera in Rowlett Texas.
449,2009-10-11 18:05:00,26.7052778,-80.0366667,west palm beach,fl,3,oval,At around 6pm (18:00 hours) I was outside in the backyard of my home with my Canon EOS Rebel XT digital camera taking photographs of na
450,2009-10-11 19:00:00,41.9666667,-71.55,north smithfield,ri,15,circle,I was watching the sky like I always do on a clear night because you can always see what appear to be stars riding along the night sky.
451,2009-10-11 19:50:00,39.5741667,-86.8652778,putnamville,in,540,flash,Two Hovering Aircraft Spotted Around a Strange Haze
452,2009-10-11 21:55:00,43.0730556,-89.4011111,madison,wi,180,light,Amber orange light moving very slowly&#44 dimming out&#44 shooting away.
453,2010-10-11 00:30:00,33.8491667,-118.3875,redondo beach,ca,1200,other,three lights that changed colors rapidly suspended over the ocean that increased and decreased in intensity often
455,2010-10-11 04:50:00,42.6525,-73.7566667,albany,ny,120,oval,Oval metallic object
456,2010-10-11 06:20:00,26.7052778,-80.0366667,west palm beach,fl,2400,sphere,Electrical Sphere shape morning sky over Palm Beach Florida
457,2010-10-11 12:30:00,38.6786111,-121.2247222,orangevale,ca,2700,changing,slowmoveing  fire ball in sky
458,2010-10-11 19:40:00,44.8277778,-92.9436111,cottage grove,mn,240,light,Craft with two white lights in Minneapolis Approach Pattern that moved down and not forward then disappered behind the tree line.
459,2010-10-11 20:50:00,34.1361111,-117.8644444,glendora,ca,60,circle,I was north on a mountain facing south with my friend. We were star gazing and I looked up in the sky at about a 45 degree angle and sa
460,2010-10-11 20:53:00,33.0416667,-116.8672222,ramona,ca,5,triangle,We believed this object to be an airplane on fire
461,2010-10-11 21:35:00,37.5958333,-122.0180556,union city,ca,15,other,Opposing lights of amber that sliently crossed low in the sky.
463,2011-10-11 03:15:00,37.8902778,-88.3030556,omaha,il,120,chevron,I noticed the craft as it had just passed over Rt 1. i brought my semi to a stop and shut down the engine. the craft was very large&#44as
464,2011-10-11 08:40:00,36.0397222,-114.9811111,henderson,nv,180,other,UFO Report:  Date: October 11th&#44 2011 Location: Las Vegas&#44 NV (near Henderson&#44 NV) Time: 8:40 A.M. Near Las Vegas Nevada&#44 I was out
465,2011-10-11 15:00:00,37.6775,-113.0611111,cedar city,ut,8,light,Bright&#44 white&#44 star-like UFO over Cedar City at 1500 on sunny day.
466,2011-10-11 19:40:00,41.6005556,-93.6088889,des moines,ia,90,light,An unexplained&#44 unidentified flying object.
467,2011-10-11 19:42:00,41.6361111,-70.9347222,new bedford,ma,1800,circle,At least 25 orange and red fireballs fly over New Bedford&#44 MA&#44 USA
469,2011-10-11 21:10:00,33.9133333,-78.3041667,holden beach,nc,30,circle,6 orange balls of light over the Atlantic ocean.
470,2011-10-11 23:23:00,37.7622222,-84.8433333,harrodsburg,ky,480,unknown,Unknown lights.
471,2012-10-11 01:00:00,42.2625,-71.8027778,worcester,ma,4,unknown,Big extremely bright white light hovering in sky
472,2012-10-11 02:45:00,40.6377778,-74.4513889,watchung (was my perspective),nj,3600,sphere,Orange sphere moving in unbeliveable ways&#44&#44&#44another green spehere near by with rays emerging form it.  Bizarre
473,2012-10-11 04:00:00,42.6105556,-71.2347222,tewksbury,ma,2,light,Huge white streaking object moving high rate of speeds in night sky
476,2012-10-11 08:00:00,41.6347222,-84.9994444,angola,in,7200,cigar,4 objects metalic reflecting from rising sun in the east&#44 then witnessed what looked to be 7 more objects in a straight line. Then hear
477,2012-10-11 14:06:00,46.6022222,-120.5047222,yakima,wa,0,unknown,Far off object moving east to west in north yakima county between the yakima training center and the yakima river rec area.
478,2012-10-11 19:30:00,39.2544444,-76.7002778,arbutus,md,300,light,Moving star and strange man
479,2012-10-11 19:30:00,41.2788889,-75.8786111,forty fort,pa,720,fireball,Slow moving bright light
480,2012-10-11 19:45:00,43.0830556,-73.785,saratoga springs,ny,300,circle,Brightly lit object&#44 twice the size of a planet&#44  traversed the night sky&#44 dimmed&#44 and disappeared from view.((NUFORC Note:  ISS? PD))
481,2012-10-11 20:00:00,41.2052778,-76.0052778,nanticoke,pa,60,diamond,UFO sighted over Nanticoke PA
482,2012-10-11 20:30:00,32.3122222,-106.7777778,las cruces,nm,120,fireball,4 fireballs side by side
483,2012-10-11 20:42:00,47.3525,-121.9825,ravensdale,wa,10,triangle,Driving on kent kangley road I observed a triangle arrangement of lights hovering about 100 feet off the ground.  The lights were multi
484,2012-10-11 21:00:00,40.155,-74.8291667,levittown,pa,60,diamond,About 9:00 pm&#44 Oct. 11&#44 2012&#44 driving home I first heard strange high-pitched siren-like sound&#44 and rolled down my window to hear what
485,2012-10-11 21:01:00,33.4483333,-112.0733333,phoenix,az,30,sphere,10/11/12  Phoenix&#44 AZ  Sphere  30 sec   Yellowish-orange flashing sphere seen by myself        10/12/12
486,2012-10-11 22:15:00,41.6572222,-87.68,blue island,il,45,circle,Red circular object surrounded by yellow glow flying w/no sound quickly coming out of east turning southbound
488,2013-10-11 01:00:00,43.4194444,-83.9508333,saginaw,mi,4,chevron,10 or so dimly lit white lights in a large arrow shape formation moving at high rate of speed.
490,2013-10-11 06:13:00,41.7297222,-93.6055556,ankeny,ia,120,circle,Two slow moving star-like objects suddenly accelerated to light speed heading towards Jupiter
491,2013-10-11 09:05:00,26.8230556,-80.1388889,palm beach gardens,fl,15,light,Five orange flying objects in the nights sky and no sound.
493,2013-10-11 16:35:00,42.2916667,-85.5872222,kalamazoo,mi,600,fireball,Massive caravan of a hundred red/orange fireballs moving from west to east at a steady rate in formation for at least ten minutes.
494,2013-10-11 19:00:00,38.9716667,-95.235,lawrence,ks,240,unknown,Silent blue and white lights of craft object change color&#44 approach myself and boyfriend&#44 before changing into buzzing&#44 everyday plane
498,2013-10-11 19:50:00,44.4905556,-73.1113889,essex junction,vt,60,light,4 or 5 Orange Lights in Vermont Sky
500,2013-10-11 20:00:00,39.1619444,-84.4569444,cincinnati,oh,300,circle,Glowing Orange Fireball/Lights Seen at Turpin HS Football Game.
501,2013-10-11 20:00:00,39.1619444,-84.4569444,cincinnati,oh,240,fireball,Cincinnati fire ball in the sky?
502,2013-10-11 20:00:00,26.1416667,-81.795,naples,fl,7200,light,Circle of Different color flashing light over gulf in naples
505,2013-10-11 20:15:00,39.1619444,-84.4569444,cincinnati,oh,60,fireball,3 fireball type objects close to downtown Cincinnati.
506,2013-10-11 20:15:00,38.9458333,-84.6805556,union,ky,300,fireball,amber fireball descending&#44splits into 3 objects&#44stops&#44they hover above ground with erratic movements
507,2013-10-11 20:20:00,42.4736111,-72.0066667,hubbardston,ma,60,fireball,4 orange orbs zig zgging across the sky.  Quick movements forward and aft and side to side.
508,2013-10-11 20:45:00,33.5966667,-83.8602778,covington,ga,300,light,Saw a bunch of low-altitude lights drifting overhead.
509,2013-10-11 21:00:00,39.7463889,-84.2866667,drexel,oh,180,sphere,Blue white streak in sky&#44 2 orange orbs splitting. seems like it landed.
510,2013-10-11 21:00:00,43.0297222,-76.0047222,fayetteville,ny,90,chevron,Brilliant slow moving light in fayetteville ny.
511,2013-10-11 22:00:00,26.9338889,-80.0944444,jupiter,fl,900,light,Groups of glowing orange objects moving randomly from east to west over Jupiter Inlet area at approximately 10:00 pm Oct 11&#44 2013.
512,2013-10-11 22:00:00,28.0833333,-80.6083333,melbourne,fl,300,sphere,At or around 22:00 hours my Mother called me outside to look at something My Father and I walked out the front door and observed a larg
513,2013-10-11 22:08:00,45.3561111,-92.6333333,dresser,wi,60,sphere,Large Orange Sphere over Polk county Wisconsin.
514,2013-10-11 22:10:00,41.88,-88.0077778,lombard,il,60,formation,5-8 orange lights over suburban Chicago
517,2013-10-11 23:00:00,40.8758333,-81.4025,north canton,oh,10,fireball,Fireball over the Strip.
518,2013-10-11 23:15:00,42.4566667,-83.9463889,pinckney,mi,2,fireball,Large orange fireball observed over Hell&#44 Michigan&#44 traveling from due south to due north directly overhead.
976,2009-10-01 04:30:00,33.1730556,-84.915,hogansville,ga,10,disk,Close viewing of disk-shaped ufo with colored lights
977,2009-10-01 08:00:00,41.8786111,-71.3830556,pawtucket,ri,600,cylinder,Hovered over Pawtucket&#44 RI and had red flashing lights at the bottom
978,2009-10-01 09:00:00,42.3086111,-83.4822222,canton,mi,3600,triangle,Triangular shaped UFO with lights at corners hovering at cloud height over home
980,2009-10-01 15:38:00,35.2525,-95.2372222,whitefield,ok,2,light,Looked like a light that appeared to be moving upwards.
981,2009-10-01 18:00:00,35.1494444,-90.0488889,memphis,tn,300,oval,Day and Night - Saw object twice c.2009.  3-witnesses.  Very similar to that object in the Tulsa OK sighting c.1965.
983,2009-10-01 20:00:00,41.8238889,-71.4133333,providence,ri,300,disk,saucer with red and blue lights over providence&#44 RI
984,2009-10-01 20:30:00,39.0305556,-82.8244444,beaver,oh,10800,light,a white light moving in a circle.
985,2009-10-01 22:30:00,34.5097222,-88.2091667,belmont,ms,120,triangle,Triangular object with 3 lights&#44 one in middle blinking.
986,2009-10-01 23:00:00,29.055,-82.0625,belleview,fl,600,circle,Flashing Blue Orb over southern Marion county FL.
987,2009-10-01 23:00:00,41.1411111,-73.2641667,fairfield,ct,20,light,2 seperate observations. Fairfield&#44 CT
989,2010-10-01 00:00:00,26.4611111,-80.0730556,delray beach,fl,180,other,Bright white light&#44 shimmering green then red
990,2010-10-01 06:25:00,28.4319444,-82.6644444,aripeka,fl,8,light,White light (star) traveling very fast in sky.
991,2010-10-01 07:00:00,39.7286111,-121.8363889,chico,ca,0,unknown,different shaped craft seen nightly from my front porch>more than 1  ((NUFORC Note:  Twinkling stars&#44 we suspect.  PD))
993,2010-10-01 08:30:00,43.0972222,-89.5041667,middleton,wi,180,other,Glowing orange barrel-shaped objects in sky over town of Middleton&#44 WI
994,2010-10-01 09:30:00,38.2008333,-77.5894444,spotsylvania,va,1800,circle,blue&#44 red&#44 green&#44 and bright white light hovering over field near Thornburg Va food lion.
995,2010-10-01 10:05:00,47.6063889,-122.3308333,seattle,wa,0,unknown,Voices that sound human but not human and being that are not human and humans that are NOT Human
997,2010-10-01 12:16:00,32.3863889,-96.8480556,waxahachie,tx,1,disk,Disk Shaped Object photographed near Waxahachie Texas
998,2010-10-01 16:30:00,32.7833333,-96.8,dallas,tx,15,other,Soundless hovering airplane
999,2010-10-01 18:30:00,38.9886111,-78.3588889,strasburg,va,300,cigar,2 cigar shaped white objects viewed in Shenandoah Valley&#44 VA
1000,2010-10-01 19:45:00,35.0525,-78.8786111,fayetteville,nc,300,light,FAST RED LIGHT WITH SLOWER BUT LARGER WHITE LIGHTS FALLING
1001,2010-10-01 20:45:00,41.2380556,-81.8419444,brunswick,oh,600,triangle,Triangle craft with bright light changes colors and moves like helicopter.
1002,2010-10-01 21:00:00,48.1988889,-122.1238889,arlington,wa,300,oval,Blue and red jelly bean shaped craft&#44 hovering over Arlington Airport&#44 Washington State.
1005,2010-10-01 23:00:00,33.8752778,-117.5655556,corona,ca,30,unknown,Star igniting accelerating and leaving a light beam behind.
1006,2010-10-01 23:00:00,34.8241667,-85.2427778,rock spring,ga,300,light,Fast flying glowing light.
1012,2011-10-01 06:00:00,26.1322222,-97.6308333,san benito,tx,10,triangle,south texas 1 oct. v shaped silent object traveling south east dim white lights
1013,2011-10-01 09:30:00,31.7091667,-98.9908333,brownwood,tx,1500,unknown,Orange lights with blinking white lights swarming around.
1014,2011-10-01 13:00:00,32.3413889,-90.3216667,clinton,ms,300,circle,Jet and object flying side by side
1016,2011-10-01 16:00:00,36.3511111,-119.4191667,goshen,ca,60,oval,Bright round light in sky moving slowly
1018,2011-10-01 20:00:00,30.3319444,-81.6558333,jacksonville,fl,0,unknown,Fleets holding position
1019,2011-10-01 20:00:00,38.4858333,-91.8502778,linn (outside of),mo,5,unknown,Huge green flashing light low to the ground in missouri
1020,2011-10-01 20:00:00,34.2255556,-77.945,wilmington,nc,300,triangle,Triangle... very dim lights&#44 no noise&#44 around all outer edges&#44 moving slowly&#44 very low... went out of sight over UNCW campus
1021,2011-10-01 20:15:00,39.1619444,-84.4569444,cincinnati,oh,900,sphere,2 Glowing spheres over Cincinnati
1022,2011-10-01 20:30:00,42.1102778,-88.0341667,palatine,il,90,light,Orange and Red light
1023,2011-10-01 21:00:00,41.7830556,-123.0591667,hamburg,ca,300,light,Extremely bright twin lights in night sky - moved off in unison.
1024,2011-10-01 21:20:00,33.1580556,-117.3497222,carlsbad,ca,10,fireball,I was driving south on the 5 Freeway this evening.  I was passing Canon Road in Carlsbad&#44 San Diego County&#44 California.  I saw 3 bright
1025,2011-10-01 21:43:00,39.0997222,-94.5783333,kansas city,mo,45,fireball,Unusual fireball-like orb moving in the sky&#44 and suddenly disappears
1026,2011-10-01 21:43:00,39.0997222,-94.5783333,kansas city,mo,60,fireball,Orange fireball crosses the sky in Kansas City.
1027,2011-10-01 21:50:00,46.8569444,-122.8516667,tenino,wa,180,light,Orange ball of light hovers and then ascends and suddenly disappears
1028,2011-10-01 22:00:00,31.2436111,-90.4530556,mccomb,ms,10,rectangle,On a clear night while laying on a table witnessed a silent rectangle fully visible craft cross the sky aprrox.500&quot; over trees
1032,2011-10-01 23:11:00,33.6675,-84.0177778,conyers,ga,3600,light,I see this almost every night when i go outside at the same time. it is this light that changes from hreen to blue to red.  ((Starr??))
1035,2011-10-01 23:57:00,25.4683333,-80.4777778,homestead,fl,35,formation,I am familiar with several types of planes&#44  I worked at a NY airport for a number of years and I am a fan of military planes&#44 this sig
1036,2012-10-01 01:00:00,29.5819444,-95.7605556,richmond,tx,300,unknown,Driving around when me and my friend saw a bright BRIGHT white light from about 2/12 miles away. Started driving towards it it as it ju
1037,2012-10-01 01:50:00,38.8338889,-104.8208333,colorado springs,co,9,light,Falling bright light
1038,2012-10-01 02:00:00,33.6305556,-112.3325,surprise,az,9,light,Flickering color changing lights in SE Phoenix sky.  ((NUFORC Note:  Probably a sighting of a &quot;twinkling&quot; star.  PD))
1039,2012-10-01 06:30:00,27.3361111,-82.5308333,sarasota,fl,10,formation,Dim lights
1043,2012-10-01 17:30:00,34.1477778,-119.1941667,port hueneme,ca,1800,light,Light&#44 Shape and near two bases
1044,2012-10-01 18:02:00,34.2561111,-78.045,leland,nc,0,oval,3 objects in the sky looking toward Wilmington NC from Leland NC.
1045,2012-10-01 19:30:00,41.8008333,-87.9369444,hinsdale,il,180,fireball,Orange fireball quickly ascending in sky in West suburbs of Chicago
1046,2012-10-01 20:00:00,44.0522222,-123.0855556,eugene,or,180,light,Star looking lights with flashing red&#44 green&#44 and purple lights that just hover around &#33 NOT GOING ANYWHERE&#33  ((Star?))
1047,2012-10-01 20:00:00,34.0922222,-117.4341667,fontana,ca,900,fireball,Fireballs in Fontana&#44 CA.
1048,2012-10-01 20:00:00,42.7261111,-87.7827778,racine,wi,900,other,Odd lights in formation appering and disappering.
1049,2012-10-01 20:00:00,42.7622222,-84.9925,sunfield,mi,300,unknown,Flying object coming out of field. Hovering for 5 mins. Then leaving.
1050,2012-10-01 20:10:00,36.9752778,-121.9522222,capitola,ca,60,light,Bright red torch-like object seen ascending rapidly&#44 making a right angle turn&#44 and disappearing from view in Capitola&#44 CA
1051,2012-10-01 22:30:00,45.7375,-94.9522222,sauk centre,mn,2700,triangle,2 weird objects fly over our house and make no noise and about 2 miles away just appear to stop for about 45 min.
1052,2012-10-01 23:00:00,40.8830556,-85.4975,huntington,in,180,fireball,Very bright it hoverd and then sped off silently and was pulsating in rythem did not varie.
1054,2013-10-01 03:00:00,38.8338889,-104.8208333,colorado springs,co,5400,triangle,Red&#44 blue&#44 white and green high in sky; didn&#39t move.
1055,2013-10-01 06:35:00,39.5358333,-76.3486111,bel air,md,4,flash,Flashing ball that goes out and continues as a black dot at slower speed then a meteor.
1056,2013-10-01 07:40:00,35.3733333,-119.0177778,bakersfield,ca,30,circle,There was a metal looking star hovering several miles s/w of Bakersfield&#44 Ca. my friend&#44 girlfriend&#44 and i were driving to the park an
1060,2013-10-01 09:43:00,40.1933333,-85.3863889,muncie,in,7200,triangle,Bright Triangular Light Orb in the sky different flashing lights and appears closer each day.
1061,2013-10-01 12:30:00,40.4405556,-79.9961111,pittsburgh,pa,60,unknown,Driving across the Glenfied Bridge&#44 northbound&#44 saw an odd shape as i was looking southeast down the Ohio. It wasn&#39t a plane. It wa
1062,2013-10-01 12:30:00,40.4405556,-79.9961111,pittsburgh,pa,60,unknown,I&#39m conflicted. I had another sighting&#44 and I was challenged by you of filing a false report.  ((NUFORC Note:  See comment below.  PD)
1064,2013-10-01 18:30:00,40.015,-105.27,boulder,co,240,light,Three long white crescent shaped moving lights moving in a half circle.
1065,2013-10-01 19:15:00,29.7955556,-90.8227778,thibodaux,la,300,unknown,Very bright white lights 4 all together moving from southeast to west flying low no noise.
1066,2013-10-01 19:20:00,43.2122222,-77.4302778,webster,ny,1800,sphere,Yellow/Orangish Balls streaking across the sky&#44 no sound from them at all&#44 and no tail.
