,datetime,latitude,longitude,city,state,duration,shape,comments
1067,2013-10-01 19:25:00,26.0583333,-80.3375,southwest ranches,fl,300,light,Brilliant white light in SW Sky stationary over 7 minutes then vanishes.  Not an airplane&#33
1068,2013-10-01 20:00:00,27.9472222,-82.4586111,tampa,fl,3600,light,Intensely bright light sphere high up in the sky over the Gulf of Mexico.
1069,2013-10-01 21:30:00,34.2072222,-84.1402778,cumming,ga,1200,fireball,3 very slow-moving sparking&#44 flaming meteor looking objects starting on 1 side of the horizon and ended in the same spot on the other.
1070,2013-10-01 21:40:00,36.5297222,-83.2175,sneedville,tn,90,circle,Large round bright white light moved away and upward for 1-1.5 min before completely disappearing.
1071,2013-10-01 22:10:00,42.6916667,-83.5541667,white lake,mi,900,unknown,Two seperate objects far off&#44 with a white light that turned off an on every four or five minutes then disappeared.
1072,2013-10-01 22:30:00,42.4927778,-92.3427778,waterloo,ia,60,triangle,My girlfriend and I witnessed a bright orange triangular light in the sky.
1073,2013-10-01 22:45:00,40.8841667,-72.9377778,middle island (long island),ny,1200,fireball,Orange Glowing Lights over East Long Island.
1075,2013-10-01 23:30:00,43.3380556,-89.3802778,arlington,wi,600,unknown,Strange Green/Purple and Orange Dancing Lights Above Farm Field.
1230,2009-10-12 00:30:00,37.2083333,-81.5602778,bishop,wv,0,unknown,Bright lights&#44 that were stationary over Bishop&#44 WV&#44 suddenly took off like a shooting star.
1231,2009-10-12 07:00:00,43.1977778,-70.8741667,dover,nh,5,unknown,I saw a shiny object that shot across the northeast sky at a high rate of speed.
1232,2009-10-12 11:00:00,33.4472222,-84.1469444,mcdonough,ga,900,formation,We were outside filming a highschool project when someone saw a flash over head. we looked up and saw 3 or even 4 crafts with no distin
1233,2009-10-12 20:00:00,46.6022222,-120.5047222,yakima,wa,300,light,3 very bright lights stationary in the sky&#44 but separated  by approximately 10 degrees
1234,2009-10-12 20:30:00,26.1888889,-98.155,san juan,tx,900,unknown,8:30ct &#160; Oct. 12&#44 2009  Myself&#44 my husband and my daughter saw a large bright object that looked like a star at first.... It was moving
1238,2010-10-12 00:56:00,31.0747222,-96.1425,cross roads,tx,180,triangle,BLACK TRIANGLE SEEN OVER NORTH TEXAS ON 10.12.10
1239,2010-10-12 06:00:00,30.0969444,-95.6158333,tomball,tx,20,cigar,A ufo sits for ten seconds&#44 and disappears completely
1240,2010-10-12 06:07:00,43.55,-96.7,sioux falls,sd,600,light,Hovering flashing lights moving up
1241,2010-10-12 10:00:00,37.4283333,-121.9055556,milpitas,ca,300,other,Similar white dots seen in NYC seen in Milpitas CA
1242,2010-10-12 10:00:00,37.4283333,-121.9055556,milpitas,ca,300,other,Sorry about this&#44 but I just filed a report about the white dots over Milpitas and I believe I got the day wrong.  I reported Wednesday
1243,2010-10-12 12:30:00,31.5491667,-97.1463889,waco,tx,300,oval,Oval shaped aluminum colored object spotted in broad day light and dissapeared
1245,2010-10-12 16:00:00,41.92,-84.6305556,hillsdale,mi,120,circle,Hovering/moving white or metallic ball in the sky
1246,2010-10-12 19:00:00,38.8902778,-77.0844444,arlington,va,45,sphere,Moving object resembeling a star headed Southeast
1247,2010-10-12 19:10:00,32.7833333,-96.8,dallas,tx,300,cigar,Bright white light cigar shaped object seen flying slowly to the north in slight decent.
1248,2010-10-12 19:13:00,30.6033333,-87.9036111,daphne,al,45,chevron,Chevron shape lights moving slowly&#44 Daphne AL
1249,2010-10-12 20:15:00,38.7669444,-90.4113889,bridgeton,mo,120,rectangle,Dark rectangular object ascended into the sky near St. Louis International airport
1250,2010-10-12 20:30:00,42.3583333,-71.0602778,boston,ma,300,disk,Bright UFO above Boston&#44 Ma
1251,2010-10-12 21:00:00,31.3380556,-94.7288889,lufkin,tx,30,chevron,My wife and I observed chevron shaped lights moving across the sky
1252,2010-10-12 22:15:00,27.8425,-82.6997222,pinellas park,fl,1800,circle,A BRIGHT blue&#44 red&#44 green&#44 white globe that would go out and randomly change colors. ((NUFORC Note:  Twinkling star?  PD))
1254,2010-10-12 22:30:00,42.4927778,-92.3427778,waterloo,ia,180,light,Orange orb came close.
1255,2010-10-12 22:45:00,35.9605556,-83.9208333,knoxville,tn,240,light,A string of about  12 amber lights sighted in clear late evening sky moving NNE from the Smoky Mnts.
1256,2011-10-12 17:11:00,31.5491667,-97.1463889,waco,tx,900,changing,No noise precision flying unreal altitude gains somewhat creepy and appeared as many and left as one
1257,2011-10-12 19:00:00,38.6411111,-75.6113889,seaford,de,0,fireball,One cloudy evening on Sept 12&#44 2011-as I walked toward the sunroom in the backyard which is toward the south&#44 that is made of all wind
1258,2011-10-12 19:40:00,36.2716667,-83.14,whitesburg,tn,30,circle,Blue (same as sky) colored circle with red&#44 white and blue lights on it seen around dusk.
1259,2011-10-12 20:00:00,33.8941667,-78.4269444,ocean isle beach,nc,1200,light,I am a 55 year old business owner from Raleigh&#44 NC and have been an FAA  licensed  pilot  for 37 years. I have an interest in astronomy
1260,2011-10-12 20:00:00,37.1041667,-113.5833333,st. george,ut,7,disk,I saw a hovering metallic grey saucer shaped disk hovering over the South Gate Golf course
1261,2011-10-12 20:07:00,32.7763889,-79.9311111,charleston,sc,30,unknown,Blue object&#44 translucent&#44 no sound
1262,2011-10-12 21:00:00,29.4238889,-98.4933333,san antonio,tx,900,triangle,2 spacecraft and huge blue light in the sky
1263,2011-10-12 21:00:00,47.9177778,-108.5255556,zortman,mt,1800,light,Small bright yellow white light forming into three. making a loud roaring noise.
1264,2012-10-12 00:00:00,28.6119444,-80.8077778,titusville,fl,30,fireball,WE SAW 3 SEPARATE SIGHTINGS WITHIN 15 MINS TIME EACH TIME 3 ORANGE FLAME BALLS FLEW IN UNISON THROUGH THE NEIGHBORS TREES AT A FAST PAC
1265,2012-10-12 04:10:00,41.85,-87.65,chicago,il,7200,unknown,UFO&#8217;s spotted in Chicago in the early morning on 10/12/12.
1266,2012-10-12 06:30:00,40.4405556,-79.9961111,pittsburgh,pa,3,rectangle,Craft zoomed past my windshield.
1267,2012-10-12 08:25:00,40.9747222,-80.4938889,bessemer,pa,300,circle,Bright orange circles
1268,2012-10-12 14:30:00,36.5805556,-87.76,big rock,tn,1200,sphere,Large white/silver spherical object with smaller black object in close proximity over Fort Campbell&#44 KY.
1269,2012-10-12 15:00:00,36.5297222,-87.3594444,clarksville,tn,120,circle,Very huge mass with black figured markings no outer rim
1270,2012-10-12 17:00:00,42.1947222,-122.7083333,ashland,or,40,cylinder,Airliner and UFOs.
1271,2012-10-12 17:45:00,39.8963889,-80.1794444,waynesburg (north of),pa,60,light,Bright light surrounded by jets.
1272,2012-10-12 18:00:00,44.9430556,-123.0338889,salem,or,600,oval,An oval shaped craft emited an intense silver light. The bottom of it had a red/blue streak. Then it very fast left blinking red.
1273,2012-10-12 18:55:00,33.4483333,-112.0733333,phoenix,az,300,other,Huge fireball in Phoenix turns into two orbs that float and tumble to the ground
1274,2012-10-12 19:00:00,33.3702778,-112.5830556,buckeye,az,3600,light,I saw a strange orange orb in the southern sky.
1276,2012-10-12 19:00:00,26.6155556,-80.0572222,lake worth,fl,60,chevron,Chevron Shape Bright Object in the Northern Sky
1277,2012-10-12 19:00:00,26.6155556,-80.0572222,lake worth,fl,60,cylinder,Self illuminating rod-chevron shape near West Palm Beach
1278,2012-10-12 19:00:00,43.5405556,-70.8486111,shapleigh,me,300,changing,UFO Chasing commercial flight in southern maine&#33&#33
1279,2012-10-12 19:10:00,41.4202778,-72.4069444,hadlyme,ct,300,light,Bright ascending light&#44 vanished in a flash
1280,2012-10-12 19:30:00,32.2216667,-110.9258333,tucson,az,6,chevron,Stange Craft seen in  the night sky over Tucson Az.
1281,2012-10-12 20:00:00,39.6527778,-78.7627778,cumberland,md,10,light,Stunned to what I seen. Bright. Semi stationary light. Very bright. Seen no form. Just the light.
1283,2012-10-12 20:00:00,43.0116667,-88.2313889,waukesha,wi,900,circle,25 orange lights in the sky
1285,2012-10-12 20:30:00,35.4675,-97.5161111,oklahoma city,ok,300,sphere,Multiple silent red orbs under power over Oklahoma City&#44 approx. 5 min. duration.
1286,2012-10-12 20:30:00,26.6583333,-80.2416667,wellington,fl,600,fireball,2 circular balls of red light floating over neighborhood in wellington&#44 fl
1287,2012-10-12 20:45:00,44.6613889,-84.7147222,grayling,mi,600,light,Intense bright white light&#44 turns bright orange and vanishes near Grayling Michigan
1288,2012-10-12 21:05:00,61.2180556,-149.9002778,anchorage,ak,10,fireball,Short rocket-like fireball near air force base.
1290,2012-10-12 21:45:00,38.1958333,-81.4777778,cabin creek,wv,40,unknown,Three big white lights with a set of twinkling lights. Craft was hovering then moved at slow pace. Then it disappeared at of then air.
1291,2012-10-12 22:00:00,39.8911111,-74.9222222,marlton,nj,1800,circle,20 cirlces of orange lite in the Kings grant area marlton New Jersey
1292,2012-10-12 22:00:00,39.8811111,-75.3241667,ridley park,pa,15,light,Blue light object falls from sky 10/12/12 PA
1294,2012-10-12 23:15:00,41.6022222,-72.9872222,wolcott,ct,300,circle,5 amber orbs floating at a high rate of speed
1295,2013-10-12 03:08:00,30.2669444,-97.7427778,austin,tx,17,unknown,Gold hazy &quot;being&quot; hovering (like standing on edge of craft) while over apt building in NW Austin - amber lights on edges.
1296,2013-10-12 04:30:00,43.0280556,-73.3816667,cambridge,ny,7200,light,Flickering light moved in almost a hummingbird type fashion
1297,2013-10-12 07:17:00,41.3144444,-81.8358333,strongsville,oh,300,triangle,Three bright lights in triangle formation over Strongsville/Brunswick area. Moved together almost as if one craft.
1298,2013-10-12 07:45:00,38.2205556,-90.3958333,festus,mo,60,fireball,2 large orange lights hovering near each other. Moving up and down&#44 side to side. Zoomed &amp; disappeared&#44 seemingly realizing us noticing
1299,2013-10-12 13:00:00,42.1033333,-76.2625,owego,ny,120,disk,2 Flying discs over Owego&#44 New York&#44 USA.
1300,2013-10-12 14:35:00,57.79,-152.4072222,kodiak,ak,300,other,Huge and change of vector into sky.
1301,2013-10-12 15:00:00,38.6272222,-90.1977778,st. louis,mo,900,formation,Cluster of silver orbs fading in and out of view.
1302,2013-10-12 18:30:00,42.7358333,-83.4188889,clarkston,mi,1800,triangle,Triangular object with 2 small round objects in clouds in daylight&#441 of the objects took off at increadable speed.
1303,2013-10-12 19:45:00,39.9611111,-82.9988889,columbus,oh,180,changing,Shape shifting Light Orbs.
1304,2013-10-12 20:00:00,35.0844444,-106.6505556,albuquerque,nm,0,light,Pulsing light of red&#44 green and white seen in western and southern sky over Albuquerque.
1305,2013-10-12 20:00:00,40.2522222,-80.0030556,finleyville,pa,120,other,Four orange globes
1306,2013-10-12 20:00:00,39.015,-94.1983333,grain valley,mo,0,oval,Disappearing light.
1307,2013-10-12 20:00:00,40.7425,-84.1052778,lima,oh,600,formation,Husband and I witnessed 4 translucent lights moving clockwise then coming together in center and then spreading back out. I have seen t
1308,2013-10-12 20:00:00,41.215,-86.7758333,north judson,in,30,light,3 to 4 bright glowing oarnge balls in a straight line&#44 then made fast movements in a straight line
1309,2013-10-12 20:00:00,36.7280556,-76.5838889,suffolk,va,900,triangle,9 sets of 3 triangular aircraft.
1310,2013-10-12 20:20:00,35.7452778,-81.685,morganton,nc,300,light,Red/orange lights.
1312,2013-10-12 20:40:00,39.3994444,-84.5613889,hamilton,oh,1200,formation,Bright light splits into 4 and forms shapes&#44 disappears one at a time&#44 above Hamilton Ohio
1313,2013-10-12 20:55:00,30.2669444,-97.7427778,austin,tx,60,triangle,UFO lights over Austin&#44 Texas ACL Fest During the Cure Concert.
1314,2013-10-12 21:00:00,39.5588889,-84.3041667,franklin,oh,600,light,Bright white lights one then three then four appeared then all diappeared then reappeared.
1315,2013-10-12 21:00:00,39.3994444,-84.5613889,hamilton,oh,120,fireball,Large orange fireball splits into four fireballs.
1317,2013-10-12 21:00:00,39.5522222,-84.2333333,springboro,oh,60,unknown,Glowing orbs flickering and changing configuration.
1318,2013-10-12 21:00:00,39.0875,-81.9227778,west chester,oh,60,light,One yellow light that split into four the reunited over Butler County Ohio.
1319,2013-10-12 21:15:00,39.6427778,-84.2866667,miamisburg,oh,600,fireball,Started as a fireball that separated into three hovering objects
1320,2013-10-12 21:15:00,40.6936111,-89.5888889,peoria,il,180,formation,Several stationary orange lights in sky west of Peoria&#44 in a descending arc which dissappeared in twos after a short period of time.
1321,2013-10-12 21:45:00,39.5522222,-84.2333333,springboro,oh,30,unknown,High altitude orb of ligh breaks into four&#44 which move around laterally&#44 join back together and disappear.
1322,2013-10-12 22:00:00,39.1911111,-106.8169444,aspen (~2 hrs. w of; driving),co,30,formation,3 orbs in sky remote Colorado oct 12 2013  moving in up and down to side to side plus sign formations .
1323,2013-10-12 22:00:00,39.0638889,-108.55,grand junction (east of; on i-70),co,15,light,Oct 12&#44 2013&#44 I saw 3  orbs in sky  east of grand junction on I/70  moving in fasted up and down side to side  formations. .
1326,2013-10-12 22:05:00,40.0333333,-83.1583333,hilliard,oh,180,diamond,Diamond\Top UFO with all red panels.
1327,2013-10-12 22:26:00,34.9491667,-83.7575,hiawassee,ga,900,circle,We just witnessed an amazing event.  About ten different hovering light facing 20&#39 north east of Hiawassee.  They were orange like and
1328,2013-10-12 22:30:00,41.88,-88.0077778,lombard,il,120,other,Two thin&#44 pinkish glowing rings drifting through the air.
1330,2013-10-12 23:00:00,34.5033333,-82.6502778,anderson,sc,20,circle,3 orange balls of light&#44 that jet off one at a time in different directions&#33
1332,2013-10-12 23:28:00,38.6786111,-121.2247222,orangevale,ca,600,fireball,8 Orange Fireballs In sky
1491,2009-10-13 06:30:00,39.7763889,-74.8627778,jackson,nj,10,light,soccer ball sized light moving throughout the trees and then headed at us before turning and disappearing
1492,2009-10-13 06:30:00,42.7283333,-73.6922222,troy,ny,0,circle,((HOAX??))  Flying craft which was big as a football field
1493,2009-10-13 07:03:00,44.0583333,-121.3141667,bend,or,180,light,viewed for 3 minutes a pulsating circular object which  moved very slowly  above some trees
1495,2009-10-13 20:00:00,33.8730556,-78.6144444,little river,sc,9000,light,our siting relates to many of the other summarys
1496,2009-10-13 20:30:00,37.9577778,-121.2897222,stockton,ca,10,light,UFO DANCING IN THE SKY
1497,2009-10-13 22:00:00,40.6905556,-76.2625,minersville,pa,300,sphere,2 large&#44 bright Orange/Amber lights in the sky
1498,2009-10-13 23:10:00,47.7741667,-96.6077778,crookston,mn,180,triangle,Saw it over high-tension lines for a few min then flew off to the west.
1499,2010-10-13 01:00:00,38.2544444,-104.6086111,pueblo,co,5,flash,Red flash of light in the sky
1500,2010-10-13 03:00:00,29.5375,-95.1180556,webster,tx,120,cross,Blinking white light and red.
1501,2010-10-13 04:45:00,43.1547222,-77.6158333,rochester,ny,3600,light,Orange light seen hovering and moving over Rochester
1502,2010-10-13 14:30:00,36.175,-115.1363889,las vegas,nv,600,circle,Sighting of 3 UFO&#39s in the Las Vegas region in triangle formation that moved to a straight line.
1504,2010-10-13 16:00:00,41.7858333,-88.1472222,naperville,il,900,cylinder,Vertical cigar shaped object in western horizon sited&#44 then disappears...
1505,2010-10-13 17:00:00,37.9358333,-122.3466667,richmond,ca,600,sphere,Bright yellow and white glowing sphere motionless for 7-10 minutes&#44 changes shape&#44 disapears
